[1]
	Q4. calculated
	Q5. dissolved

[16]
[Step1]	global warming / temperature / Figure 1 / degree centigrade / water level / realm
[Step2]	年間平均気温を / 図１に示した。
	Yearly average temperatures are shown in Figure 1.
	(先輩の間違い: B, C)
[Step3]	Yearly average temperatures across the world from 1860 to 1998 are shown in Figure 1.
[Step4]	(先輩の間違い: 語句の選び方)
[Step5]	Q1. shown
	Q2. summarize
	Q3. tabulated
	Q4. through
	Q5. in

[17]
[Step1]	petrochemical industry / thermoplastic / thermosetting / heat / melt / insulator / impurity / electroconductivity / chemist / Nobel prize
[Step2]	プラスチックは、 / 熱可塑性ポリマーと / 熱硬化性ポリマーとに / 大別される。
	Plastics are classified into thermoplastic and thermosetting polymers.
	(先輩の間違い: B)
[Step3]	Plastics are classified into thermoplastic and thermosetting polymers according to the change in shape when heated.
[Step4]	(先輩の間違い: 語句の選び方)
[Step5]	Q1. into
	Q2. grouped
	Q3. into
	Q4. to
	Q5. according to

[18]
[Step1]	incurable disease / gene / gene therapy / cancer cell / attack / immunocyte / activate
[Step2]	正常な遺伝子が / 注入され、 / ガン細胞を攻撃する免疫細胞を / 活性化する。
	Normal genes are injected to activate immunocytes attacking cancer cells.
	(先輩の間違い: C)
[Step3]	For example, in gene therapies for treating cancer, normal genes are injected to activate immunocytes attacking cancer cells.
[Step4]	(先輩の間違い: 語句の過不足)
[Step5]	Q1. for
	Q2. with
	Q3. into
	Q4. of
	Q5. circulates

[19]
[Step1]	the disabled / the aged / environment / barrier / product / telephone card / ellipse / triangle
[Step2]	ユニバーサルデザインは、 / 快適さ、 / すなわち / だれもが利用できる / 環境や製品を / 設計することを / 目的にしている。
	A universal design is intended for planning amenities, or environments and products available for anyone.
	(先輩の間違い: D)
[Step3]	In addition, a universal design is intended for planning amenities, or environments and products available for anyone, irrespective of the disabled, aged, or children.
[Step4]	(先輩の間違い: 語句の過不足)
[Step5]	Q1. intended
	Q2. tend
	Q3. in
	Q4. above
	Q5. accompanied

[20]
[Step1]	industry / wastes / raw materials / resources / circulation / production system / consumption / environment / symbiosis
[Step2]	ゼロエミッションは、 / 完全循環型の生産システムと / 定義される。
	Zero emission is defined as a complete recycling production system.
	(先輩の間違い: B)
[Step3]	Zero emission is defined as a complete recycling production system for reusing wastes from our daily life and from industry as raw materials and resources in other fields.
[Step4]	(先輩の間違い: 単数複数)
[Step5]	Q1. emit
	Q2. emitted
	Q3. as
	Q4. to
	Q5. depend

[21]
[Step1]	clone / plant / fertilization / gene / cell / genetic recombination / pharmaceuticals / blood
[Step2]	医薬品をつくるための動物が / 生み出され、 / その動物が / 量産されつつある。
	Animals to make pharmaceuticals are being created and mass-produced.
	(先輩の間違い: B, C)
[Step3]	Animals to make pharmaceuticals are being created by using genetic recombination technologies and mass-produced by using cloning technologies.
[Step4]	(先輩の間違い: 語句の選び方)
[Step5]	Q1. manufactures
	Q2. built
	Q3. made
	Q4. with
	Q5. with

[22]
[Step1]	chlorofluorocarbon / refrigerator / air conditioner / refrigerant / electronic parts / cleaning agent / Antarctic / stratosphere / ozone layer / greenhouse effect
[Step2]	フロンが / 大気に / 放出されて / 成層圏に達すると、 / 塩素が / オゾン層を破壊する / 原因となる
	When chlorofluorocarbons are emitted into the atmosphere and reach the stratosphere, chlorine causes a depletion of the ozone layer.
	(先輩の間違い: B)
[Step3]	It was demonstrated that when chlorofluorocarbons are emitted into the atmosphere and reach the stratosphere, chlorine as one of the decomposed substances causes a depletion of the ozone layer.
[Step4]	(先輩の間違い: 単数複数)
[Step5]	Q1. causes
	Q2. causes
	Q3. the major
	Q4. reached
	Q5. into

[23]
[Step1]	carbon / diameter / nanometer / micron / light / wavelength / helix / conductor / semiconductor / insulator
[Step2]	網状につながった炭素が / 微小なチューブを / つくっている。
	Carbons linked in a network form a tiny tube.
	(先輩の間違い: C)
[Step3]	Carbons linked in a network form a tiny tube with both ends closed.
[Step4]	(先輩の間違い: 語句の過不足)
[Step5]	Q1. prevents
	Q2. defend
	Q3. works
	Q4. convert
	Q5. endure

[24]
[Step1]	area / energy consumption / outlook / average / developed country / developing country / population growth
[Step2]	エネルギー消費の見通しを / 表１に示した。
	The outlook for energy consumption is shown in Table 1.
	(先輩の間違い: C, D)
[Step3]	The outlook for energy consumption by different areas in the world is shown in Table 1.
[Step4]	(先輩の間違い: 単数複数)
[Step5]	Q1. prolongs
	Q2. consists
	Q3. reflects
	Q4. deteriorated
	Q5. Apply

[25]
[Step1]	fuel cell / hydrogen / chemical energy / electrical energy / device / electrolysis / thermal power generation / energy conversion / efficiency / air pollution
[Step2]	燃料電池は、 / 化学エネルギーを電気エネルギーに / 変換する / 装置である。
	A fuel cell is a device which converts chemical energy into electrical energy.
	(先輩の間違い: C)
[Step3]	A fuel cell is a device which directly converts chemical energy into electrical energy through a continuous reaction of hydrogen with oxygen.
[Step4]	(先輩の間違い: 語句の選び方)
[Step5]	Q1. a device
	Q2. to / into
	Q3. generating
	Q4. measured
	Q5. replaced

[26]
[Step1]	mechanical engineering / electronics / development / space / care / brain / software / intelligent robot
[Step2]	脳の研究が / 進むにつれて、 / 知能ロボットの開発が / 加速するだろう。
	As research on the brain advances, the development of intelligent robots will accelerate.
	(先輩の間違い: A)
[Step3]	As research on the brain advances, the development of intelligent robots which move in response to environmental changes will rapidly accelerate.
[Step4]	(先輩の間違い: 単数複数)
[Step5]	Q1. advance
	Q2. decreases
	Q3. reduces
	Q4. diminishes
	Q5. observed

[27]
[Step1]	rebuilt housing / cycle / life / multiple dwelling houses / skeleton / durability
[Step2]	日本では / 住宅の建て替えサイクルが / 約30年 / であり、
	The cycle of rebuilt housing in Japan is approximately 30 years.
	(先輩の間違い: D)
[Step3]	The cycle of rebuilt housing in Japan is approximately 30 years, which is much shorter than that in Europe and the United States.
[Step4]	(先輩の間違い: 語句の選び方)
[Step5]	Q1. agree
	Q2. about
	Q3. accept
	Q4. avail
	Q5. ranges

[28]
[Step1]	refrigerator / washing machine / air conditioner / consumer electronic products / consumer / simplify / disassemble / design
[Step2]	どのメーカーも、 / より丈夫な家電製品の設計を / 考慮すべきである。
	Any manufacturer should consider designing more sturdy consumer electronic products.
	(先輩の間違い: A)
[Step3]	Any manufacturer should consider designing more sturdy consumer electronic products based on new concepts, such as reducing the number of parts, simplifying materials, and providing structures to be easily disassembled.
[Step4]	(先輩の間違い: 語句の順序/構文)
[Step5]	Q1. visiting
	Q2. going
	Q3. give
	Q4. transferred
	Q5. shown

[29]
[Step1]	screen / message / program / computer virus / infection / incubation time
[Step2]	コンピュータウイルスは / 発見しにくい。
	A computer virus is difficult to detect.
	(先輩の間違い: D)
[Step3]	The longer the incubation time of a computer virus, the more difficult the virus is to detect.
[Step4]	(先輩の間違い: 語句の順序/構文)
[Step5]	Q1. during
	Q2. with
	Q3. of
	Q4. through
	Q5. in

[30]
[Step1]	mark / transmission / aural signal / multiplication / frequency / utilize / data communication
[Step2]	すべての利用者は、 / 広い周波数帯域を / 利用する。
	All users utilize a broad frequency band.
	(先輩の間違い: B)
[Step3]	All users of W-CDMA systems utilize a broad frequency band, which is several hundred times wider than the current frequency band.
[Step4]	(先輩の間違い: 単数複数)
[Step5]	Q1. to
	Q2. functionally / to
	Q3. correspondence
	Q4. of
	Q5. of

[31]
[Step1]	multiplex broadcasting / traffic jam / carbon dioxide / emission / approximately
[Step2]	ITSにより / 交通渋滞が / 緩和され、 / その結果、 / 二酸化炭素排出量が / 削減されることになる。
	ITS relieves traffic jams, resulting in a reduction of carbon dioxide emissions.
	(先輩の間違い: A)
[Step3]	ITS relieves traffic jams, resulting in a reduction of carbon dioxide emissions by approximately 20%.
[Step4]	(先輩の間違い: 語句の選び方)
[Step5]	Q1. from
	Q2. in
	Q3. in
	Q4. a
	Q5. the

[32]
[Step1]	reply / New York / sensor / order / factory / trial
[Step2]	TK型センサーが / 試用される予定であると伺い、 / 喜んでおります。
	We are pleased to hear that the Model TK Sensor will be used on trial.
	(先輩の間違い: A)
[Step3]	We are pleased to hear that the Model TK Sensor for which you placed an order will be used on trial in the U.S. Sensor System factory.
[Step4]	(先輩の間違い: スペル, 語句の過不足)
[Step5]	Q1. defined
	Q2. of
	Q3. in
	Q4. to
	Q5. by

