[1]
大量の熱が出た。	A large amount of heat was generated.	Unit14のStep5
地球は大気と呼ばれるガスの混合物で覆われている。	The earth is surrounded by a mixture of gasses called the atmosphere.	Unit14のStep5
最新機械類が工場に設置された。	The latest machinery was installed in the factory.	Unit14のStep5
銅の含有量は原子吸光光度法で定量された。	The copper content was determined by atomic absorption spectrometry.	Unit14のStep5
微生物を利用して環境からさまざまな汚染物質を取り除く手法を、バイオレメディエーションと呼ぶ。	The technique to eliminate various pollutants from the environments using microorganisms is called bioremediation.	Unit15の課題文
微生物を使ってさまざまな環境汚染物質を取り除く分解技術をバイオレメディエーションと呼ぶ。	The degradation technique using microorganisms to eliminate various environmental pollutants is called bioremediation.	Unit15のStep5
このフィルターは空気中のゴミを90％除去できる。	This filter can remove 90% of the dust from the air.	Unit15のStep5
世界で最も深刻な生態学上の問題は汚染である。	The world's most serious ecological problem is pollution.	Unit15のStep5
密度は質量を体積で割ることによって算出される。	The density is calculated by dividing the mass by the volume.	Unit15のStep5
塩が水に溶かされた。	Salt was dissolved in water.	Unit15のStep5
1860年から1998年までの世界の年間平均気温を図１に示した。	Yearly average temperatures across the world from 1860 to 1998 are shown in Figure 1.	Unit16の課題文
代表的な燃料ポンプを図８に示す。	A typical fuel pump is shown in Figure 8.	Unit16のStep5
下表にこれらの微粒子の性質がまとめてある。	The tables below summarize the properties of these fine particles.	Unit16のStep5
吐き出し量を表に記載した。	Discharge volume is tabulated.	Unit16のStep5
表１～５は、A と B との比較を示す。	Tables 1 through 5 show the comparison between A and B.	Unit16のStep5
変換率を図４に示す。	The conversion rate is shown in Figure 4.	Unit16のStep5

[5]
プラスチックは、加熱による形の変化に従って、熱可塑性ポリマーと熱硬化性ポリマーとに大別される。	Plastics are classified into thermoplastic and thermosetting polymers according to the change in shape when heated.	Unit17の課題文
微分方程式は２種に大別される。	Differential equations are classified into two types.	Unit17のStep5
この本の見出し語は分類されている。	The entries in this book are grouped.	Unit17のStep5
アナログ電圧計は３種に大別される。	Analog voltmeters fall into three categories.	Unit17のStep5
増幅器は周波数によって分類される。	Amplifiers are classified according to frequency.	Unit17のStep5
料理の本どおりにすべてできます。	You can do everything according to the cookbook.	Unit17のStep5
例えば、ガンに対する遺伝子治療では、正常な遺伝子が注入され、ガン細胞を攻撃する免疫細胞を活性化する。	For example, in gene therapies for treating cancer, normal genes are injected to activate immunocytes attacking cancer cells.	Unit18の課題文
その患者はガンの治療を受けた。	The patient was treated for cancer.	Unit18のStep5
細菌感染は抗菌剤で治療できる。	Bacterial infection can be treated with antimicrobials.	Unit18のStep5
異種の腫瘍（しゅよう）細胞系が末期ガン患者に注入される。	Foreign tumor-cell lines are injected into terminal cancer patients.	Unit18のStep5
どんな薬剤溶液でも静脈注射はゆっくり行わなければならない。	Intravenous injection of any drug solution must be done slowly.	Unit18のStep5
心臓は体中に血液を循環させる。	The heart circulates blood throughout the body.	Unit18のStep5
ユニバーサルデザインは、快適さ、すなわちだれもが利用できる環境や製品を設計することを目的にしている。	A universal design is intended for planning amenities, or environments and products available for anyone.	Unit19の幹セン
交配研究の目的はウイルスに関する特異的DNAを立証することだった。	Hybridization studies were intended to demonstrate virus-specific DNA.	Unit19のStep5
動機づけられた学生は懸命に勉強する傾向がある。	Students that are motivated tend to work harder.	Unit19のStep5
波はx-y平面に平行な方向に伝わる。	The wave propagates in the direction parallel to the x-y plane.	Unit19のStep5
アンテナは屋上２ｍの高さに取り付けた。	The antenna was mounted 2 m above the rooftops.	Unit19のStep5
たいていの化学反応は熱変化を伴う。	Most chemical reactions are accompanied by a thermal change.	Unit19のStep5
ゼロエミッションは、完全循環型の生産システムと定義される。	Zero emission is defined as a complete recycling production system.	Unit20の幹セン
さまざまな物質はさまざまな信号を出す。	Different materials emit different signals.	Unit20のStep5
電子が銃から放出される。	Electrons are emitted by the gun.	Unit20のStep5
言葉は伝達の一形態であると定義される。	Speech is defined as a form of communication.	Unit20のStep5
ビット28-31はゼロに設定される。	Bits 28-31 are set to zeros.	Unit20のStep5
半導体の電気物性は純度で差が出る。	The electrical properties of semiconductors depend on purity.	Unit20のStep5

[6]
遺伝子組換え技術を使って医薬品をつくるための動物が生み出され、クローン技術を使ってその動物が量産されつつある。	Animals to make pharmaceuticals are being created by using genetic recombination technologies and mass-produced by using cloning technologies.	Unit21の課題文
この工場ではフロッピーディスクを製造している。	This plant manufactures floppy disks.	Unit21のStep5
実験用原子炉２基が英国に作られた。	Two experimental reactors have been built in Great Britain.	Unit21のStep5
私たちはこの機械を自作した。	We made this machine by ourselves.	Unit21のStep5
液体の粘度は温度が上がると低下する。	The viscosity of liquids decreases with increasing temperatures.	Unit21のStep5
回転数は温度の上昇につれて増加した。	The speed of rotation increased with an increase in temperature.	Unit21のStep5
フロンが大気に放出されて成層圏に達すると、塩素がオゾン層を破壊する原因となる。	When chlorofluorocarbons are emitted into the atmosphere and reach the stratosphere, chlorine causes a depletion of the ozone layer.	Unit22の幹セン
振動がこの界面での摩擦の原因となる。	The vibration causes friction at this interface.	Unit22のStep5
二酸化炭素の温室効果によって表面温度は高くなる。	The greenhouse effect of carbon dioxide causes the high surface temperature.	Unit22のStep5
喫煙は肺ガンの主な原因のひとつです。	Smoking is one of the major causes of lung cancer.	Unit22のStep5
地震による被害は40億円に達した。	The damage caused by the earthquake reached four billion yen.	Unit22のStep5
二酸化炭素は一酸化炭素と酸素に分解される。	Carbon dioxide is decomposed into carbon monoxide and oxygen.	Unit22のStep5
網状につながった炭素が両端の閉じた微小なチューブをつくっている。	Carbons linked in a network form a tiny tube with both ends closed.	Unit23の課題文
潤滑油の定期的な注油がベアリングの過熱を防ぐ。	Regular lubrication prevents the bearings from overheating.	Unit23のStep5
ワクチンは抗体の生産を速めることによって体を守る。	Vaccines defend our bodies by speeding antibody production.	Unit23のStep5
このコンピュータは、前のコンピュータより４倍速く作動する。	This computer works four times as fast as the previous one.	Unit23のStep5
次の式は華氏を摂氏に変換するために使われる。	The following formula is used to convert Fahrenheit temperatures to Celsius temperatures.	Unit23のStep5
この物質は機械的ショックに耐えることができない。	This material cannot endure mechanical shock.	Unit23のStep5
世界の地域別エネルギー消費の見通しを表１に示した。	The outlook for energy consumption by different areas in the world is shown in Table 1.	Unit24の課題文
定期点検は機械の寿命を延ばす。	Regular maintenance prolongs the machine's life.	Unit24のStep5
大気はさまざまな気体からできている。	The atmosphere consists of various gases.	Unit24のStep5
白は黒よりも光を反射する。	White reflects more light than black.	Unit24のStep5
品質が低下した。	The quality has deteriorated.	Unit24のStep5
サイドブレーキをかけなさい。	Apply the emergency brakes.	Unit24のStep5

[7]
燃料電池は、水素と酸素を連続的に反応させて、化学エネルギーを電気エネルギーに直接変換する装置である。	A fuel cell is a device which directly converts chemical energy into electrical energy through a continuous reaction of hydrogen with oxygen.	Unit25の課題文
燃料電池は化学反応から直接電気をつくる装置である。	A fuel cell is a device which produces electricity directly from a chemical reaction.	Unit25のStep5
燃料電池は電力をつくる装置である。	A fuel cell is a device for generating electrical power.	Unit25のStep5
燃料電池の寸法をものさしで測った。	The dimensions of the fuel cell were measured with a ruler.	Unit25のStep5
許容限界を超えた部品は交換すべきである。	Parts exceeding the allowable limit should be replaced.	Unit25のStep5
脳の研究が進むにつれて、環境の変化に対応して行動する知能ロボットの開発が急速に加速するだろう。	As research on the brain advances, the development of intelligent robots which move in response to environmental changes will rapidly accelerate.	Unit26の課題文
脳の研究が進む。	Research on the brain will advance.	Unit26のStep5
温度が上がると、液体の粘度は減少する。	As the temperature rises, the viscosity of a liquid decreases.	Unit26のStep5
洗剤は水の界面張力を弱める。	Detergent reduces the surface tension of water.	Unit26のStep5
放射能の強度は、線源からの距離が増加すると弱まる。	The intensity of radioactivity diminishes as the distance from the source increases.	Unit26のStep5
電子の放出が400℃付近の温度で観察される。（℃の部分は読み方を文字で書いてみよう）	Electron emission is observed at temperatures near 400 degrees centigrade.	Unit26のStep5
日本では住宅の建て替えサイクルが約30年であり、欧米諸国に比べてずっと短い。	The cycle of rebuilt housing in Japan is approximately 30 years, which is much shorter than that in Europe and the United States.	Unit27の課題文
会社は新しい機械の購入を受け入れないだろう。	The company will not agree to purchase new machines.	Unit27のStep5
私はおよそ１カ月前にロサンゼルスに着きました。	I arrived in Los Angeles about a month ago.	Unit27のStep5
補助記憶装置はプロセッサからデータを受け入れる。	Secondary storage devices accept data from the processor.	Unit27のStep5
人工呼吸は無効であった。	Artificial respiration was of no avail.	Unit27のStep5
カルシウムの濃度は１～４g/l の範囲にある。	The concentration of calcium ranges from 1 to 4 g/l.	Unit27のStep5
どのメーカーも、より丈夫な家電製品の設計を考慮すべきである。	Any manufacturer should consider designing more sturdy consumer electronic products.	Unit28の幹セン
私たちは来年スイス訪問を検討しています。	We are considering visiting Switzerland next year.	Unit28のStep5
私たちはローマに行くことを考えた。	We considered going to Rome.	Unit28のStep5
あなたはこの問題を検討しなければいけない。	You must give consideration to this problem.	Unit28のStep5
熱は物体から物体へ３つの方式で伝えられる。	Heat is transferred from one body to another in three ways.	Unit28のStep5
C と D との関係を図３に示す。	The relationship between C and D is shown in Figure 3.	Unit28のStep5

[8]
潜伏期間が長いコンピュータウイルスはそれだけ発見しにくい。	The longer the incubation time of a computer virus, the more difficult the virus is to detect.	Unit29の課題文
pHは培養中に変化しなかった。	The pH did not change during incubation.	Unit29のStep5
患者はマラリアに感染した。	The patient was infected with malaria.	Unit29のStep5
鉄の膨張率は温度によらず一定である。	The expansion rate of iron is constant irrespective of temperature.	Unit29のStep5
光がプリズムを通る。	Light passes through a prism.	Unit29のStep5
温度が上昇して、水銀柱が上がった。	A rise in temperature caused the column of Hg to rise.	Unit29のStep5
W-CDMAシステムのすべての利用者は、現在の周波数帯の数百倍にあたる広い周波数帯域を利用する。	All users of W-CDMA systems utilize a broad frequency band, which is several hundred times wider than the current frequency band.	Unit30の課題文
リミットスイッチの１回転は、プレスの１サイクルに相当する。	One revolution of the limit switch corresponds to one cycle of the press.	Unit30のStep5
ファイルマップは機能的にはページマップに対応する。	The file map functionally corresponds to a page map.	Unit30のStep5
すべての通信はABC社宛にしてください。	All correspondence should be directed to ABC Company.	Unit30のStep5
たいていの物質はふたつ以上の元素でできている。	Most substances are composed of two or more elements.	Unit30のStep5
この工場の面積は１ヘクタールである。	This plant has an area of 1 ha.	Unit30のStep5
ITSにより交通渋滞が緩和され、その結果、二酸化炭素排出量が約20％削減されることになる。	ITS relieves traffic jams, resulting in a reduction of carbon dioxide emissions by approximately 20%.	Unit31の課題文
その低い活性は遺伝的な異常の結果起こる。	The low activity results from a genetic abnormality.	Unit31のStep5
銅箔を大気にさらすと結果としてさびる。	The exposure of the copper foil to the atmosphere results in staining.	Unit31のStep5
この手術は腫瘍（しゅよう）を除去する結果になる。	This operation results in the removal of a tumor.	Unit31のStep5
ふたつの戦争の結果（のひとつとして）、流れの方向が劇的に反転した。	As a result of the two wars, the direction of the current has been dramatically reversed.	Unit31のStep5
彼は、ボイラーの爆発の結果（すべての結果として）、負傷した。	He was injured as the result of a boiler explosion.	Unit31のStep5
ご注文いただいたTK型センサーがUSセンサーシステム社の工場で試用される予定であると伺い、喜んでおります。	We are pleased to hear that the Model TK Sensor for which you placed an order will be used on trial in the U.S. Sensor System factory.	Unit32の課題文
直流とは、１方向に流れる電流と定義される。	Direct current is defined as current that flows in one direction.	Unit32のStep5
この会社は大きな３部門から成る。	This company consists of three major divisions.	Unit32のStep5
鉄の破片が四方八方に飛び散った。	Pieces of iron flew in all directions.	Unit32のStep5
A を B と平行に置いてください。	Place A parallel to B.	Unit32のStep5
生産量を10％だけ減らした。	Production was reduced by 10%.	Unit32のStep5

